year,make,model,n_rows,our_union,tried,other_years_matched
2010,mini,clubman,6,195/55R16 205/45R17 205/40R18,Cooper Clubman | Clubman | Cooperclubman | Cooper Clubman Classic | Cooper Clubman Iconic | Cooper Clubman John Cooper Works | Cooper Clubman John | Cooper Clubman S | Cooper Clubman Signature,true
2011,mini,clubman,6,195/55R16 205/45R17 205/40R18,Cooper Clubman | Clubman | Cooperclubman | Cooper Clubman Classic | Cooper Clubman Iconic | Cooper Clubman John Cooper Works | Cooper Clubman John | Cooper Clubman S | Cooper Clubman Signature,true
2012,mini,clubman,6,195/55R16 205/45R17 205/40R18 175/60R16,Cooper Clubman | Clubman | Cooperclubman | Cooper Clubman Classic | Cooper Clubman Iconic | Cooper Clubman John Cooper Works | Cooper Clubman John | Cooper Clubman S | Cooper Clubman Signature,true
2013,mini,clubman,6,195/55R16 205/45R17 205/40R18,Cooper Clubman | Clubman | Cooperclubman | Cooper Clubman Classic | Cooper Clubman Iconic | Cooper Clubman John Cooper Works | Cooper Clubman John | Cooper Clubman S | Cooper Clubman Signature,true
2014,mini,clubman,6,195/55R16 205/45R17 205/40R18,Cooper Clubman | Clubman | Cooperclubman | Cooper Clubman Classic | Cooper Clubman Iconic | Cooper Clubman John Cooper Works | Cooper Clubman John | Cooper Clubman S | Cooper Clubman Signature,true
2015,mini,clubman,4,195/55R16 205/50R17 225/40R18,Cooper Clubman | Clubman | Cooperclubman | Cooper Clubman Cooper | Cooper Clubman Cooper S | Cooper Clubman JCW,true
2025,mini,clubman,6,205/60R16 225/50R17 225/45R18 225/40R19,Cooper Clubman | Clubman | Cooperclubman | Cooper Clubman Classic | Cooper Clubman Iconic | Cooper Clubman John Cooper Works | Cooper Clubman John | Cooper Clubman S | Cooper Clubman Signature,true
2026,mini,clubman,6,205/60R16 225/50R17 225/45R18 225/40R19,Cooper Clubman | Clubman | Cooperclubman | Cooper Clubman Classic | Cooper Clubman Iconic | Cooper Clubman John Cooper Works | Cooper Clubman John | Cooper Clubman S | Cooper Clubman Signature,true
2025,mini,countryman,6,225/55R17 225/50R18 225/45R19,Cooper Countryman | Countryman | Coopercountryman | Cooper Countryman Classic | Cooper Countryman Iconic | Cooper Countryman John Cooper Works | Cooper Countryman John | Cooper Countryman S | Cooper Countryman Signature,true
2026,mini,countryman,6,225/55R17 225/50R18 225/45R19,Cooper Countryman | Countryman | Coopercountryman | Cooper Countryman Classic | Cooper Countryman Iconic | Cooper Countryman John Cooper Works | Cooper Countryman John | Cooper Countryman S | Cooper Countryman Signature,true
2012,mini,roadster,1,195/55R16 205/50R17 205/45R17,Cooper Roadster | Roadster | Cooperroadster,false
2013,mini,roadster,1,195/55R16 205/50R17 205/45R17,Cooper Roadster | Roadster | Cooperroadster,false
2014,mini,roadster,1,195/55R16 205/50R17 205/45R17,Cooper Roadster | Roadster | Cooperroadster,false
2015,mini,roadster,1,195/55R16 205/50R17 205/45R17,Cooper Roadster | Roadster | Cooperroadster,false
2000,mitsubishi,3000-gt,1,205/55R16,3000 GT,false
2001,mitsubishi,3000-gt,1,205/55R16,3000 GT,false
2000,mitsubishi,chariot-grandis,1,195/65R15,Chariot Grandis,false
2001,mitsubishi,chariot-grandis,1,195/65R15,Chariot Grandis,false
2002,mitsubishi,chariot-grandis,1,195/65R15,Chariot Grandis,false
2003,mitsubishi,chariot-grandis,1,195/65R15,Chariot Grandis,false
2025,mitsubishi,destinator,1,225/45R18,Destinator,false
2026,mitsubishi,destinator,1,225/45R18,Destinator,false
2017,mitsubishi,eclipse-cross,1,225/55R18 235/45R20,Eclipse Cross,true
2021,mitsubishi,eclipse-cross,1,225/55R18 235/45R20,Eclipse Cross,true
2005,mitsubishi,i,1,195/65R15,I | Imiev,false
2006,mitsubishi,i,1,195/65R15,I | Imiev,false
2007,mitsubishi,i,1,195/65R15,I | Imiev,false
2008,mitsubishi,i,1,195/65R15,I | Imiev,false
2009,mitsubishi,i,1,195/65R15,I | Imiev,false
2010,mitsubishi,i,1,195/65R15,I | Imiev,false
2011,mitsubishi,i,1,195/65R15,I | Imiev,false
2012,mitsubishi,i,1,195/65R15,I | Imiev,false
2013,mitsubishi,i,1,195/65R15,I | Imiev,false
2000,mitsubishi,l400,1,185/65R14,L400,false
2001,mitsubishi,l400,1,185/65R14,L400,false
2005,mitsubishi,maven,1,185/65R14,Maven,false
2006,mitsubishi,maven,1,185/65R14,Maven,false
2007,mitsubishi,maven,1,185/65R14,Maven,false
2008,mitsubishi,maven,1,185/65R14,Maven,false
2009,mitsubishi,maven,1,185/65R14,Maven,false
2012,mitsubishi,mirage,1,165/65R14 175/55R15,Mirage,true
2013,mitsubishi,mirage,1,165/65R14 175/55R15,Mirage,true
2016,mitsubishi,mirage,1,165/65R14 175/55R15,Mirage | Mirage ES/SE/GT,true
2025,mitsubishi,mirage,1,165/65R14 175/55R15,Mirage | Mirage ES/SE/GT,true
2026,mitsubishi,mirage,1,165/65R14 175/55R15,Mirage | Mirage ES/SE/GT,true
2007,mitsubishi,montero,1,265/70R16 275/55R20,Montero,true
2008,mitsubishi,montero,1,265/70R16 275/55R20,Montero,true
2009,mitsubishi,montero,1,265/70R16 275/55R20,Montero,true
2010,mitsubishi,montero,1,265/70R16 275/55R20,Montero,true
2011,mitsubishi,montero,1,265/70R16 275/55R20,Montero,true
2012,mitsubishi,montero,1,265/70R16 275/55R20,Montero,true
2013,mitsubishi,montero,1,265/70R16 275/55R20,Montero,true
2014,mitsubishi,montero,1,265/70R16 275/55R20,Montero,true
2015,mitsubishi,montero,1,265/70R16 275/55R20,Montero,true
2016,mitsubishi,montero,1,265/70R16 275/55R20,Montero,true
2017,mitsubishi,montero,1,265/70R16 275/55R20,Montero,true
2019,mitsubishi,montero,1,265/70R16 275/55R20,Montero,true
2020,mitsubishi,montero,1,265/70R16 275/55R20,Montero,true
2021,mitsubishi,montero,1,265/70R16 275/55R20,Montero,true
2021,mitsubishi,outlander,5,215/70R16 225/55R18 225/50R19 235/50R19,Outlander | Outlander ES | Outlander GT | Outlander SE | Outlander SEL,true
2004,nissan,armada,5,265/70R18 275/65R18 275/60R20,Armada | Armada Platinum | Armada S | Armada SL | Armada SV,true
2022,nissan,gt-r,6,255/40R20 285/35R20,GT-R | GT R | GTR | GT-R Black Edition | GT-R Black | GT-R NISMO | GT-R Premium | GT-R T-Spec | GT-R Track Edition | GT-R Track,true
2025,nissan,gt-r,6,255/40R20 285/35R20,GT-R | GT R | GTR | GT-R Black Edition | GT-R Black | GT-R NISMO | GT-R Premium | GT-R T-Spec | GT-R Track Edition | GT-R Track,true
2026,nissan,gt-r,6,255/40R20 285/35R20,GT-R | GT R | GTR | GT-R Black Edition | GT-R Black | GT-R NISMO | GT-R Premium | GT-R T-Spec | GT-R Track Edition | GT-R Track,true
2026,nissan,leaf,4,205/55R16 215/50R17,Leaf | Leaf S | Leaf SL Plus | Leaf SL | Leaf SV,true
2015,nissan,maxima,1,245/45R18,Maxima | Maxima S/SV/SL/Platinum,true
2024,nissan,maxima,6,245/45R18 245/40R19,Maxima | Maxima Platinum | Maxima S | Maxima SL | Maxima SR | Maxima SV,true
2025,nissan,maxima,6,245/45R18 245/40R19,Maxima | Maxima Platinum | Maxima S | Maxima SL | Maxima SR | Maxima SV,true
2026,nissan,maxima,6,245/45R18 245/40R19,Maxima | Maxima Platinum | Maxima S | Maxima SL | Maxima SR | Maxima SV,true
2008,nissan,murano,1,235/65R18 235/55R20,Murano | Murano S/SL/SE,true
2021,nissan,pathfinder,5,235/65R18 235/55R20 235/60R19,Pathfinder | Pathfinder Platinum | Pathfinder S | Pathfinder SL | Pathfinder SV | Pathfinder 3.5i,true
2003,nissan,quest,1,215/70R15 225/60R16 235/55R18 235/55R19,Quest,true
2025,nissan,titan,12,265/70R18 275/65R18 275/55R20 275/60R20 285/45R22 265/70R17 275/70R17,Titan | Titanxd | Titan XD | Titan PRO-4X | Titan Platinum Reserve | Titan Platinum | Titan S | Titan SL | Titan SV,true
2026,nissan,titan,12,265/70R18 275/65R18 275/60R20 275/55R20 285/45R22 265/70R17 275/70R17,Titan | Titanxd | Titan XD | Titan PRO-4X | Titan Platinum Reserve | Titan Platinum | Titan S | Titan SL | Titan SV,true
2026,nissan,versa,4,185/65R15 195/55R16 205/45R17,Versa | Versa S | Versa SR | Versa SV,true
1995,oldsmobile,bravada,1,235/75R15,Bravada,true
1990,oldsmobile,cutlass,1,205/70R15 215/60R16 225/60R16,Cutlass | Cutlassciera | Cutlasssupreme,true
1991,oldsmobile,cutlass,1,205/70R15 215/60R16 225/60R16,Cutlass | Cutlassciera | Cutlasssupreme,true
1992,oldsmobile,cutlass,1,205/70R15 215/60R16 225/60R16,Cutlass | Cutlassciera | Cutlasssupreme,true
1993,oldsmobile,cutlass,1,205/70R15 215/60R16 225/60R16,Cutlass | Cutlassciera | Cutlasssupreme,true
1994,oldsmobile,cutlass,1,205/70R15 215/60R16 225/60R16,Cutlass | Cutlassciera | Cutlasssupreme,true
1995,oldsmobile,cutlass,1,205/70R15 215/60R16 225/60R16,Cutlass | Cutlassciera | Cutlasssupreme,true
1996,oldsmobile,cutlass,1,205/70R15 215/60R16 225/60R16,Cutlass | Cutlassciera | Cutlasssupreme,true
1998,plymouth,prowler,1,225/45R17,Prowler,true
2002,plymouth,prowler,1,225/45R17 295/40R20,Prowler,true
2020,polestar,polestar-1,1,275/30R21 295/30R21,Polestar 1 | PS 1,false
2021,polestar,polestar-1,1,275/30R21 295/30R21,Polestar 1 | PS 1,false
2020,polestar,polestar-2,1,245/45R19 245/40R20,2 | Polestar 2 | PS 2 | 2 Long range Dual motor | 2 Long,true
2025,polestar,polestar-2,1,245/45R19 245/40R20,2 | Polestar 2 | PS 2,true
2026,polestar,polestar-2,1,245/45R19 245/40R20,2 | Polestar 2 | PS 2,true
2010,pontiac,solstice,1,245/45R18,Solstice,true
2014,porsche,918,1,265/35R20 325/30R21,918 Spyder | 918,true
1992,porsche,928,1,225/45R17 255/40R17,928 | 928 GTS,true
2026,porsche,boxster,5,235/45R17 255/40R17 235/40R18 265/40R18 235/35R19 265/35R19,Boxster | 718 Boxster | 718 | 718 Boxster GTS | 718 Boxster S | 718 Boxster Spyder,true
2002,porsche,cayenne,1,255/55R18,Cayenne,true
2007,porsche,cayenne,7,235/65R17 295/35R21,Cayenne | Cayenne E-Hybrid | Cayenne GTS | Cayenne S | Cayenne Turbo | Cayenne Turbo S,true
2005,porsche,cayman,1,235/40R18 265/40R18 235/35R19 275/35R19 245/35R20 295/30R20,Cayman | 718 Cayman | 718,true
2013,porsche,cayman,1,235/40R19 265/40R19,Cayman | 718 Cayman | 718,true
2014,porsche,macan,1,235/60R18 255/55R18 235/55R19 255/50R19 265/45R20 295/40R20 265/40R21 295/35R21,Macan | Macan 2.0 Macan | Macan 2.0,true
2016,ram,c/v,1,205/55R16,C/V | Cvtradesman | Cargovan,true
2017,ram,c/v,1,205/55R16,C/V | Cvtradesman | Cargovan,true
2013,ram,promaster-1500,1,225/75R16 215/75R16,ProMaster 1500 | Promaster | ProMaster 1500 3.0 EcoDiesel | ProMaster 1500 3.0,true
2021,rivian,r1t,1,275/65R20 275/55R21 275/50R22 275/60R20,R1T | R1T Quad,true
1998,saab,9-3,1,205/55R16 215/45R17 225/45R17 225/40R18,9-3 | 9 3 | 93,true
2012,saab,9-3,1,205/55R16 215/45R17 225/45R17 225/40R18,9-3 | 9 3 | 93,true
1998,saab,9-5,1,215/55R16 225/50R17 235/45R18,9-5 | 9 5 | 95,true
2012,saab,9-5,1,215/55R16 225/50R17 235/45R18,9-5 | 9 5 | 95,true
2000,saturn,l-series,1,195/65R15 205/55R16,L300 | L200 | LW300 | LW200 | L100 | L-Series,true
1993,saturn,sc,1,185/65R15 195/60R15,SC | SC 1 | SC 2,false
1994,saturn,sc,1,185/65R15 195/60R15,SC | SC 1 | SC 2,false
1995,saturn,sc,1,185/65R15 195/60R15,SC | SC 1 | SC 2,false
1996,saturn,sc,1,185/65R15 195/60R15,SC | SC 1 | SC 2,false
1997,saturn,sc,1,185/65R15 195/60R15,SC | SC 1 | SC 2,false
1998,saturn,sc,1,185/65R15 195/60R15,SC | SC 1 | SC 2,false
1999,saturn,sc,1,185/65R15 195/60R15,SC | SC 1 | SC 2,false
1993,saturn,sw,1,175/70R14 185/65R15,SW | SW 1 | SW 2,false
1994,saturn,sw,1,175/70R14 185/65R15,SW | SW 1 | SW 2,false
1995,saturn,sw,1,175/70R14 185/65R15,SW | SW 1 | SW 2,false
1996,saturn,sw,1,175/70R14 185/65R15,SW | SW 1 | SW 2,false
1997,saturn,sw,1,175/70R14 185/65R15,SW | SW 1 | SW 2,false
1998,saturn,sw,1,175/70R14 185/65R15,SW | SW 1 | SW 2,false
1999,saturn,sw,1,175/70R14 185/65R15,SW | SW 1 | SW 2,false
2002,subaru,baja,1,215/60R16 225/55R17,Baja,true
2007,subaru,baja,1,215/60R16 225/55R17,Baja,true
2012,subaru,brz,4,215/40R18 215/45R17 225/40R18 215/35R19 235/30R19,BRZ | BRZ Limited | BRZ Premium | BRZ tS | BRZ 2.0i,true
2021,subaru,brz,1,215/45R17 215/40R18,BRZ,true
2013,subaru,crosstrek,6,225/55R17 225/50R18 245/45R18,Crosstrek | Xvcrosstrek | Crosstrek Limited | Crosstrek Premium | Crosstrek Sport | Crosstrek Wilderness,true
2014,subaru,crosstrek,6,225/55R17,Crosstrek | Xvcrosstrek | Crosstrek Limited | Crosstrek Premium | Crosstrek Sport | Crosstrek Wilderness,true
2015,subaru,crosstrek,6,225/55R17 225/50R18 245/45R18,Crosstrek | Xvcrosstrek | Crosstrek Limited | Crosstrek Premium | Crosstrek Sport | Crosstrek Wilderness,true
1995,subaru,outback,7,205/70R15 215/60R16,Outback | Legacyoutback | Outback Limited | Outback Onyx Edition XT | Outback Onyx | Outback Premium | Outback Touring | Outback Wilderness,true
1996,subaru,outback,7,205/70R15 215/60R16,Outback | Legacyoutback | Outback Limited | Outback Onyx Edition XT | Outback Onyx | Outback Premium | Outback Touring | Outback Wilderness,true
1997,subaru,outback,7,205/70R15 215/60R16,Outback | Legacyoutback | Outback Limited | Outback Onyx Edition XT | Outback Onyx | Outback Premium | Outback Touring | Outback Wilderness,true
1998,subaru,outback,7,205/70R15 215/60R16,Outback | Legacyoutback | Outback Limited | Outback Onyx Edition XT | Outback Onyx | Outback Premium | Outback Touring | Outback Wilderness,true
1999,subaru,outback,7,205/70R15 215/60R16,Outback | Legacyoutback | Outback Limited | Outback Onyx Edition XT | Outback Onyx | Outback Premium | Outback Touring | Outback Wilderness,true
2022,subaru,solterra,1,235/60R18 235/50R20,Solterra,true
2014,subaru,wrx-sti,2,245/40R18 245/35R19,WRX STI | WRXSTI | Wrx | Imprezawrxsti,true
2015,tesla,model-x,2,265/45R20 265/35R22 285/35R22,Model X | Model X 1st Gen | Model X 1st,true
2012,toyota,86,1,215/45R17,86 | GR86 | GT 86,true
2013,toyota,86,1,215/45R17,86 | GR86 | GT 86,true
2014,toyota,86,1,215/45R17,86 | GR86 | GT 86,true
2015,toyota,86,1,215/45R17,86 | GR86 | GT 86,true
2016,toyota,86,1,215/45R17,86 | GR86 | GT 86,true
2021,toyota,86,1,215/45R17,86 | GR86 | GT 86,true
2023,toyota,avalon,1,215/55R17 235/45R18 235/40R19,Avalon | Avalonhybrid,true
2024,toyota,avalon,1,215/55R17 235/45R18 235/40R19,Avalon | Avalonhybrid,true
2025,toyota,avalon,1,215/55R17 235/45R18 235/40R19,Avalon | Avalonhybrid,true
2022,toyota,bz4x,1,225/45R18,Bz4x,true
2026,toyota,bz4x,1,225/45R18,Bz4x,true
2016,toyota,c-hr,1,215/60R17 225/50R18,C-HR | C HR | CHR,true
2017,toyota,c-hr,1,215/60R17 225/50R18,C-HR | C HR | CHR,true
2023,toyota,c-hr,1,215/60R17 225/50R18,C-HR | C HR | CHR,true
2024,toyota,c-hr,1,215/60R17 225/50R18,C-HR | C HR | CHR,true
2025,toyota,c-hr,1,215/60R17 225/50R18,C-HR | C HR | CHR,true
2020,toyota,corolla-cross,1,195/65R15,Corolla Cross,true
2021,toyota,corolla-cross,1,195/65R15,Corolla Cross,true
2011,toyota,e-z,1,205/55R16,E-Z | E Z | EZ,false
2012,toyota,e-z,1,205/55R16,E-Z | E Z | EZ,false
2013,toyota,e-z,1,205/55R16,E-Z | E Z | EZ,false
2014,toyota,e-z,1,205/55R16,E-Z | E Z | EZ,false
2015,toyota,e-z,1,205/55R16,E-Z | E Z | EZ,false
2016,toyota,e-z,1,205/55R16,E-Z | E Z | EZ,false
2017,toyota,e-z,1,205/55R16,E-Z | E Z | EZ,false
2011,toyota,etios-valco,1,185/65R14,Etios Valco,false
2012,toyota,etios-valco,1,185/65R14,Etios Valco,false
2013,toyota,etios-valco,1,185/65R14,Etios Valco,false
2014,toyota,etios-valco,1,185/65R14,Etios Valco,false
2015,toyota,etios-valco,1,185/65R14,Etios Valco,false
2016,toyota,etios-valco,1,185/65R14,Etios Valco,false
2017,toyota,etios-valco,1,185/65R14,Etios Valco,false
2015,toyota,fj-cruiser,1,265/70R17 285/70R17,FJ Cruiser | FJCRUISER,true
2016,toyota,fj-cruiser,1,265/70R17 285/70R17,FJ Cruiser | FJCRUISER,true
2017,toyota,fj-cruiser,1,265/70R17 285/70R17,FJ Cruiser | FJCRUISER,true
2019,toyota,fj-cruiser,1,265/70R17 285/70R17,FJ Cruiser | FJCRUISER,true
2020,toyota,fj-cruiser,1,265/70R17 285/70R17,FJ Cruiser | FJCRUISER,true
2021,toyota,fj-cruiser,1,265/70R17 285/70R17,FJ Cruiser | FJCRUISER,true
2022,toyota,fj-cruiser,1,265/70R17 285/70R17,FJ Cruiser | FJCRUISER,true
2023,toyota,fj-cruiser,1,265/70R17 285/70R17,FJ Cruiser | FJCRUISER,true
2000,toyota,grand-hiace,1,195/65R15,Grand Hiace,false
2001,toyota,grand-hiace,1,195/65R15,Grand Hiace,false
2002,toyota,grand-hiace,1,195/65R15,Grand Hiace,false
2012,toyota,gt-86,1,205/55R16 215/45R17,GT-86 | GT 86 | GT86 | GR 86,false
2013,toyota,gt-86,1,205/55R16 215/45R17,GT-86 | GT 86 | GT86 | GR 86,false
2014,toyota,gt-86,1,205/55R16 215/45R17,GT-86 | GT 86 | GT86 | GR 86,false
2015,toyota,gt-86,1,205/55R16 215/45R17,GT-86 | GT 86 | GT86 | GR 86,false
2016,toyota,gt-86,1,205/55R16 215/45R17 215/40R18,GT-86 | GT 86 | GT86 | GR 86,false
2017,toyota,gt-86,1,205/55R16 215/45R17 215/40R18,GT-86 | GT 86 | GT86 | GR 86,false
2019,toyota,gt-86,1,205/55R16 215/45R17 215/40R18,GT-86 | GT 86 | GT86 | GR 86,false
2020,toyota,gt-86,1,205/55R16 215/45R17 215/40R18,GT-86 | GT 86 | GT86 | GR 86,false
2012,toyota,land-cruiser,3,275/65R17 285/60R18 265/70R18,Land Cruiser | Landcruiserwagon | Land Cruiser Heritage Edition | Land Cruiser Heritage,true
2022,toyota,land-cruiser,1,285/60R18,Land Cruiser | Landcruiserwagon,true
2023,toyota,land-cruiser,1,265/70R18 245/70R18 265/60R20 265/65R18,Land Cruiser | Landcruiserwagon | Land Cruiser 2.4 T | Land Cruiser 2.4,true
2000,toyota,mr2-roadster,1,195/65R15,MR2 Roadster | MR2ROADSTER | MR 2 | MR 2 Spyder,false
2001,toyota,mr2-roadster,1,195/65R15,MR2 Roadster | MR2ROADSTER | MR 2 | MR 2 Spyder,false
2002,toyota,mr2-roadster,1,195/65R15,MR2 Roadster | MR2ROADSTER | MR 2 | MR 2 Spyder,false
2003,toyota,mr2-roadster,1,195/65R15,MR2 Roadster | MR2ROADSTER | MR 2 | MR 2 Spyder,false
2004,toyota,mr2-roadster,1,195/65R15,MR2 Roadster | MR2ROADSTER | MR 2 | MR 2 Spyder,false
2005,toyota,mr2-roadster,1,195/65R15,MR2 Roadster | MR2ROADSTER | MR 2 | MR 2 Spyder,false
2006,toyota,mr2-roadster,1,195/65R15,MR2 Roadster | MR2ROADSTER | MR 2 | MR 2 Spyder,false
2007,toyota,mr2-roadster,1,195/65R15,MR2 Roadster | MR2ROADSTER | MR 2 | MR 2 Spyder,false
2006,toyota,mr2-spyder,1,195/65R15,MR2 Spyder | MR2SPYDER | MR 2,true
2000,toyota,prius,5,175/65R14,Prius | Prius L Eco | Prius LE | Prius Limited | Prius XLE,true
2000,toyota,soluna,1,185/65R14,Soluna,false
2001,toyota,soluna,1,185/65R14,Soluna,false
2002,toyota,soluna,1,185/65R14,Soluna,false
2003,toyota,soluna,1,185/65R14,Soluna,false
2019,toyota,supra,1,255/35R19 275/35R19,Supra | GR Supra | Grsupra,true
1999,toyota,tercel,1,155/80R13 175/70R13 185/60R14,Tercel,true
2025,toyota,venza,1,225/55R19,Venza,true
2000,toyota,vienta,1,195/65R15,Vienta,false
2017,toyota,vios-fs,1,185/65R14,Vios FS,false
2019,toyota,vios-fs,1,185/65R14,Vios FS,false
2020,toyota,vios-fs,1,185/65R14,Vios FS,false
2021,toyota,vios-fs,1,185/65R14,Vios FS,false
2022,toyota,vios-fs,1,185/65R14,Vios FS,false
2004,toyota,xa,1,195/65R15,XA | Scionxa,false
2005,toyota,xa,1,195/65R15,XA | Scionxa,false
2006,toyota,xa,1,195/65R15,XA | Scionxa,false
2007,toyota,xa,1,195/65R15,XA | Scionxa,false
2000,toyota,yaris,1,175/65R14,Yaris | Yaris Base/LE/XLE | Yaris /LE/XLE,true
2001,toyota,yaris,1,175/65R14 175/65R15,Yaris | Yaris Base/LE/XLE | Yaris /LE/XLE,true
2002,toyota,yaris,1,175/65R14 175/65R15,Yaris | Yaris Base/LE/XLE | Yaris /LE/XLE,true
2003,toyota,yaris,1,175/65R14 175/65R15,Yaris | Yaris Base/LE/XLE | Yaris /LE/XLE,true
2004,toyota,yaris,1,175/65R14 175/65R15,Yaris | Yaris Base/LE/XLE | Yaris /LE/XLE,true
2005,toyota,yaris,1,175/65R14 175/65R15,Yaris | Yaris Base/LE/XLE | Yaris /LE/XLE,true
2006,toyota,yaris,1,175/65R14 175/65R15,Yaris | Yaris Base/LE/XLE | Yaris /LE/XLE,true
2017,volkswagen,arteon,1,245/45R18 255/40R19 255/35R20,Arteon,true
2024,volkswagen,arteon,1,245/45R18 245/40R19 245/35R20,Arteon,true
2025,volkswagen,arteon,1,245/45R18 245/40R19 245/35R20,Arteon,true
2024,volkswagen,arteon-sr,1,225/45R18,Arteon | Arteon SR,true
2025,volkswagen,arteon-sr,1,225/45R18,Arteon | Arteon SR,true
2011,volkswagen,beetle,1,205/55R16 215/55R17 235/45R18,Beetle | Newbeetle,true
2004,volkswagen,eurovan,1,185/65R14,Eurovan,true
2007,volkswagen,golf,4,195/65R15 205/55R16 225/45R17,Golf | Golf S | Golf SE | Golf SEL,true
2008,volkswagen,golf,4,195/65R15 205/55R16 225/45R17,Golf | Golf S | Golf SE | Golf SEL,true
2009,volkswagen,golf,4,195/65R15 205/55R16 225/45R17,Golf | Golf S | Golf SE | Golf SEL,true
2022,volkswagen,golf,4,205/55R16 225/45R17 225/40R18,Golf | Golf S | Golf SE | Golf SEL,true
2023,volkswagen,golf,4,205/55R16 225/45R17 225/40R18,Golf | Golf S | Golf SE | Golf SEL,true
2024,volkswagen,golf,4,205/55R16 225/45R17 225/40R18,Golf | Golf S | Golf SE | Golf SEL,true
2025,volkswagen,golf,4,205/55R16 225/45R17 225/40R18,Golf | Golf S | Golf SE | Golf SEL,true
2026,volkswagen,golf,4,205/55R16 225/45R17 225/40R18,Golf | Golf S | Golf SE | Golf SEL,true
1990,volkswagen,gti,1,185/60R14,GTI | Golfgti,true
1991,volkswagen,gti,1,185/60R14,GTI | Golfgti,true
1992,volkswagen,gti,1,185/60R14 195/60R15,GTI | Golfgti,true
1993,volkswagen,gti,1,195/65R15,GTI | Golfgti,true
1994,volkswagen,gti,1,195/65R15,GTI | Golfgti,true
1995,volkswagen,gti,1,195/65R15,GTI | Golfgti,true
1996,volkswagen,gti,1,195/65R15,GTI | Golfgti,true
1997,volkswagen,gti,1,195/65R15,GTI | Golfgti,true
1998,volkswagen,gti,1,195/65R15,GTI | Golfgti,true
2000,volkswagen,gti,4,205/55R16 225/45R17 225/40R18,GTI | Golfgti | GTI Autobahn | GTI S | GTI SE,true
2001,volkswagen,gti,4,205/55R16 225/45R17 225/40R18,GTI | Golfgti | GTI Autobahn | GTI S | GTI SE,true
2002,volkswagen,gti,4,205/55R16 225/45R17 225/40R18,GTI | Golfgti | GTI Autobahn | GTI S | GTI SE,true
2003,volkswagen,gti,4,205/55R16 225/45R17 225/40R18,GTI | Golfgti | GTI Autobahn | GTI S | GTI SE,true
2004,volkswagen,gti,4,205/55R16 225/45R17 225/40R18,GTI | Golfgti | GTI Autobahn | GTI S | GTI SE,true
2005,volkswagen,gti,4,205/55R16 225/45R17 225/40R18,GTI | Golfgti | GTI Autobahn | GTI S | GTI SE,true
2020,volkswagen,id-4,1,235/55R19 255/45R20 255/40R21,ID.4 | ID-4 | ID 4 | ID4,false
2011,volkswagen,passat,1,215/55R16 235/45R17 235/40R18,Passat | Passat S/SE/SEL,true
2008,volkswagen,routan,1,225/65R16 225/65R17,Routan,true
2021,volvo,c40,1,235/50R19,C40 Recharge | C40,true
2025,volvo,c40,1,235/50R19,C40 Recharge | C40,true
2024,volvo,ec40,1,235/40R19,Ec40 | C 40,true
2026,volvo,ec40,1,235/40R19,Ec40 | C 40,true
2023,volvo,ex30,1,225/45R18,Ex30,true
2024,volvo,ex30,1,225/45R18,Ex30,true
2024,volvo,ex40,1,235/40R19,Ex40 | XC 40,true
2023,volvo,ex90,1,265/40R21,Ex90,true
2024,volvo,ex90,1,265/40R21,Ex90,true
2012,volvo,s40,1,205/55R16 205/50R17 215/45R18,S40,true
2016,volvo,s90,1,245/45R18 245/40R19 255/35R20,S90,true
2004,volvo,v50,1,215/50R17,V50,true
2012,volvo,v50,1,205/55R16 205/50R17 215/45R18,V50,true
2026,volvo,v60,1,235/45R17 235/40R18 235/40R19,V60,true
2016,volvo,v90,1,225/55R17 245/45R18 255/40R19 255/35R20 245/35R21,V90 | V90 D3,true
2017,volvo,v90,1,225/55R17 245/45R18 255/40R19 255/35R20 245/35R21,V90 | V90 D3,true
2022,volvo,v90,1,245/45R18 255/40R19 255/35R20 245/35R21 245/40R20,V90 | V90 B4 MHEV | V90 B4,true
2023,volvo,v90,1,245/45R18 255/40R19 255/35R20 245/35R21 245/40R20,V90 | V90 B4 MHEV | V90 B4,true
2024,volvo,v90,1,245/45R18 255/40R19 255/35R20 245/35R21 245/40R20,V90,true
2025,volvo,v90,1,245/45R18 255/40R19 255/35R20 245/35R21 245/40R20,V90,true
