id,year,make,model,display_trim,source,rule,first_valid_year
"52fae0c1-a438-4838-b3ce-cfdc54137505","2012","kia","sportage","LX, EX, SX, SX Turbo, X-Line, X-Pro","cache-import","X-Line exists 2021+","2021"
"d2f983e9-b013-45f3-9674-9f7ec7fe49a9","2012","kia","sportage","X-Pro","cache-import [expanded]","X-Pro exists 2022+","2022"
"18229f7e-421a-4cf3-a3f5-7084113ea5a8","2013","kia","sportage","LX, EX, SX, SX Turbo, X-Line, X-Pro","cache-import","X-Line exists 2021+","2021"
"fb4f83ce-3a52-44d5-a8a0-269fe157dad4","2021","gmc","yukon","SLE, SLT, AT4, Denali, Denali Ultimate","generation_template [sib-same-year:tahoe:2021]","Denali Ultimate exists 2022+","2022"
"4fcdf51c-082e-4fcd-b7c4-8956b64d8f90","2013","kia","sportage","X-Line","cache-import [expanded]","X-Line exists 2021+","2021"
"c6fdf06f-3866-4514-b3a8-b27974c93c80","2013","kia","sportage","X-Pro","cache-import [expanded]","X-Pro exists 2022+","2022"
"21bb3162-449a-47e5-aaae-6f95c098fa03","2014","kia","sportage","LX, EX, SX, SX Turbo, X-Line, X-Pro","cache-import","X-Line exists 2021+","2021"
"b3f57ef3-b414-45f1-86ef-45110379c892","2014","kia","sportage","X-Line","cache-import [expanded]","X-Line exists 2021+","2021"
"c8321a2c-c0e1-4e90-be69-7dc78661db0c","2014","kia","sportage","X-Pro","cache-import [expanded]","X-Pro exists 2022+","2022"
"0d029f32-c6b0-448d-b6c1-b9064e08ba00","2015","kia","sportage","LX, EX, SX, SX Turbo, X-Line, X-Pro","cache-import","X-Line exists 2021+","2021"
"025a95b7-202f-4b5f-8e23-f48155bfb00a","2015","kia","sportage","X-Line","cache-import [expanded]","X-Line exists 2021+","2021"
"b07445c6-b913-4b8c-9ebb-f5b7c5cbda8e","2015","kia","sportage","X-Pro","cache-import [expanded]","X-Pro exists 2022+","2022"
"3700111a-67b1-4022-91ca-49a5c452d724","2016","kia","sportage","LX, EX, SX, SX Turbo, X-Line, X-Pro","cache-import","X-Line exists 2021+","2021"
"75f176ab-b6e6-4165-bc7b-89740fbbe0f4","2016","kia","sportage","X-Line","cache-import [expanded]","X-Line exists 2021+","2021"
"41cccefa-5e7f-4f48-9aa1-3ad837909854","2016","kia","sportage","X-Pro","cache-import [expanded]","X-Pro exists 2022+","2022"
"609693b6-d456-4e13-a342-8f7abf8043bd","2017","kia","sportage","LX, EX, SX, SX Turbo, X-Line, X-Pro","cache-import","X-Line exists 2021+","2021"
"8b0fbf89-d68c-43d9-93b4-7a20c4c83767","2017","kia","sportage","X-Line","cache-import [expanded]","X-Line exists 2021+","2021"
"a3931f50-2bf8-454a-9313-13a95021eba0","2017","kia","sportage","X-Pro","cache-import [expanded]","X-Pro exists 2022+","2022"
"3a45d75f-3b29-4636-b2cb-fd4c0f3a07ff","2019","kia","sportage","LX, EX, SX, SX Turbo, X-Line, X-Pro","cache-import","X-Line exists 2021+","2021"
"a0e4494c-d806-4f5d-a606-745a63d3407d","2019","kia","sportage","X-Line","cache-import [expanded]","X-Line exists 2021+","2021"
"cb63a2b2-9805-4732-8ffb-0a4312f9b784","2019","kia","sportage","X-Pro","cache-import [expanded]","X-Pro exists 2022+","2022"
"30381c18-11ad-419f-be2f-6124d9d733c6","2020","kia","sportage","LX, EX, SX, SX Turbo, X-Line, X-Pro","cache-import","X-Line exists 2021+","2021"
"ecc20a3d-1dd1-43d8-9d49-1083098c1a4a","2020","kia","sportage","X-Line","cache-import [trim-expanded]","X-Line exists 2021+","2021"
"c4dbdc3f-821b-4b32-82a0-b634341643e7","2020","kia","sportage","X-Pro","cache-import [trim-expanded]","X-Pro exists 2022+","2022"
"ce493fcc-606d-4b8c-be38-2195385e2a2f","2021","kia","sportage","LX, EX, SX, SX Turbo, X-Line, X-Pro","cache-import","X-Pro exists 2022+","2022"
"e76c7376-c21c-41af-b909-cf903a0eaa6f","2021","kia","sportage","X-Pro","cache-import [trim-expanded]","X-Pro exists 2022+","2022"
"ca1f3242-0c34-47d0-9b86-950950d16a29","2004","cadillac","escalade-esv","Luxury, Premium Luxury, Sport, Platinum, V","generation_template [sib-same-year:escalade:2004]","Platinum exists 2008+","2008"
"5ff1e203-e695-49af-a49c-c98d0920cc6f","2012","buick","enclave","Avenir","verified-research [expanded]","Avenir exists 2018+","2018"
"8a565871-c9f6-459b-90ff-3c0b793412ef","1964","lincoln","continental","Reserve","generation-baseline [expanded]","Reserve exists 2015+","2015"
"00e7446c-e67f-447b-b317-3d08d749af58","2007","lexus","ls","LS 500, LS 500h, F Sport","cache-import","F Sport exists 2011+","2011"
"4b235fb0-1d59-41e7-9717-885ccf9a3b18","2006","cadillac","escalade-esv","Platinum","generation_template [sib-same-year:esc [expanded]","Platinum exists 2008+","2008"
"50264315-d9dd-430f-a968-4b15d415dbf6","2006","chevrolet","colorado","WT, LT, Z71, ZR2, Trail Boss","generation_template","Trail Boss exists 2019+","2019"
"4fb0005b-84cd-4512-a497-33098923febb","2005","cadillac","escalade-esv","Platinum","generation_template [sib-same-year:esc [expanded]","Platinum exists 2008+","2008"
"bc353a6c-90fa-4000-aac9-f02a78a3b087","2004","honda","pilot","LX, EX, EX-L, Touring, Elite, TrailSport","trim-research","TrailSport exists 2022+","2022"
"6e91acde-e88e-47d4-8bda-10d9d490f992","2007","chevrolet","colorado","WT, LT, Z71, ZR2, Trail Boss","generation_template","Trail Boss exists 2019+","2019"
"f4625a7d-c4aa-4ad4-a7ae-9532d89bd791","2005","honda","pilot","LX, EX, EX-L, Touring, Elite, TrailSport","trim-research","TrailSport exists 2022+","2022"
"4881844c-2d67-46ab-8415-a5cdebc4fce2","2010","chevrolet","colorado","WT, LT, Z71, ZR2, Trail Boss","generation_template","Trail Boss exists 2019+","2019"
"43786276-1378-4a33-a93a-58dd38e6cca2","2010","honda","pilot","LX, EX, EX-L, Touring, Elite, TrailSport","trim-research","TrailSport exists 2022+","2022"
"70776737-2c18-4b04-9f0c-82a0d861f1fc","2011","honda","pilot","Elite","cache-import [expanded]","Elite exists 2016+","2016"
"c190443e-0e63-4f8d-8618-ad309ca2e689","2012","honda","pilot","Elite","cache-import [expanded]","Elite exists 2016+","2016"
"9983c10e-a508-4003-abe5-2dbd26a1c104","2013","honda","pilot","LX, EX, EX-L, Touring, Elite, TrailSport","trim-research","TrailSport exists 2022+","2022"
"933e0b07-d03c-4dff-8469-97022e74e92d","2014","honda","pilot","Elite","cache-import [expanded]","Elite exists 2016+","2016"
"f255867a-f143-4c00-9225-db6365c37cdb","2014","honda","pilot","LX, EX, EX-L, Touring, Elite, TrailSport","trim-research","TrailSport exists 2022+","2022"
"c2cd7033-283a-4448-9540-e595fbb86877","2014","honda","pilot","TrailSport","cache-import [expanded]","TrailSport exists 2022+","2022"
"777e4495-9b0b-442c-9a0b-e212d3070b06","2015","honda","pilot","Elite","cache-import [expanded]","Elite exists 2016+","2016"
"45ebde6a-af16-4e65-9656-5fc297284220","2015","honda","pilot","TrailSport","cache-import [expanded]","TrailSport exists 2022+","2022"
"85f5008a-cb56-4ba4-b660-56fd25e9ede1","2016","honda","pilot","TrailSport","cache-import [expanded]","TrailSport exists 2022+","2022"
"1c314dd9-c8d1-4397-bf58-dc50dbba1178","2017","honda","pilot","LX, EX, EX-L, Touring, Elite, TrailSport","trim-research","TrailSport exists 2022+","2022"
"e6116d37-12e4-49f9-99b7-0028fedea7f9","2019","honda","pilot","TrailSport","cache-import [expanded]","TrailSport exists 2022+","2022"
"59daccf7-f11f-4a19-9adf-1a863f006286","2020","ford","expedition","XL, XLT, Limited, King Ranch, Platinum, Timberline","cache-import","Timberline exists 2021+","2021"
"ad080002-30b5-4baf-bbaa-510fb9c70715","1969","lincoln","continental","Premiere, Select, Reserve, Black Label","generation-baseline","Black Label exists 2015+","2015"
"3fc7976d-4d98-4af6-9b39-e16b1969f788","2006","honda","ridgeline","Black Edition","trim-research","Black Edition exists 2017+","2017"
"1b328cdf-394c-4e5c-8594-ee1a1fa187ae","2008","honda","ridgeline","Black Edition","trim-research","Black Edition exists 2017+","2017"
"8533ee2a-dc4c-446c-ae20-d428a5c18f22","2008","honda","ridgeline","Sport, RTL, RTL-E, Black Edition, TrailSport","trim-research","TrailSport exists 2022+","2022"
"86d0a0bf-c3b6-4fd2-97c6-62a33f2bcafc","2008","honda","ridgeline","TrailSport","trim-research","TrailSport exists 2022+","2022"
"7bfe3e67-d52f-458b-8ee7-a5822ace14c6","2009","honda","ridgeline","TrailSport","trim-research","TrailSport exists 2022+","2022"
"e07576b1-3b23-4ba8-8de1-8d06b59060ce","2010","honda","ridgeline","Black Edition","trim-research","Black Edition exists 2017+","2017"
"18ec5d68-3905-4b1f-ae4e-29494dd3b3a6","2012","honda","ridgeline","Black Edition","trim-research","Black Edition exists 2017+","2017"
"664cc9a6-ba4e-4c39-9607-ab2bb0bec88f","2013","honda","ridgeline","Black Edition","trim-research","Black Edition exists 2017+","2017"
"8abebd39-2aa3-41cb-895b-960f6997a719","2013","honda","ridgeline","TrailSport","trim-research","TrailSport exists 2022+","2022"
"8a051a04-9338-4ac6-a1ae-7be7a98df6d5","2020","honda","ridgeline","Sport, RTL, RTL-E, Black Edition, TrailSport","trim-research","TrailSport exists 2022+","2022"
"d4576bc3-071c-4f6d-a3e9-613026bebfd0","2009","hyundai","elantra","N Line","cache-import [expanded]","N Line exists 2019+","2019"
"0ffdda80-81bd-46c6-bcce-d9a488901b53","2010","hyundai","elantra","N Line","cache-import [expanded]","N Line exists 2019+","2019"
"e30c08ad-8249-47b5-b1a6-1f06d6ed8628","2011","hyundai","elantra","SE, SEL, N Line, Limited","cache-import","N Line exists 2019+","2019"
"8ab74cdd-79f5-4c99-8782-04829c70676e","2012","hyundai","elantra","SE, SEL, N Line, Limited","cache-import","N Line exists 2019+","2019"
"d6e0a8c0-9be3-408b-b9fb-b247871220d4","2014","hyundai","elantra","SE, SEL, N Line, Limited","cache-import","N Line exists 2019+","2019"
"ac45f138-e3ea-47a3-a74a-86c56d4963dd","2015","hyundai","elantra","N Line","cache-import [expanded]","N Line exists 2019+","2019"
"bf697573-c2a4-42d9-ae6e-cc9b6ade670a","2017","hyundai","elantra","SE, SEL, N Line, Limited","cache-import","N Line exists 2019+","2019"
"585b5142-2bc3-47a6-8ca8-dad8347efe94","2006","chevrolet","equinox","LS, LT, RS, Premier","generation_template","Premier exists 2016+","2016"
"afc18e25-a164-4c32-8c60-46615077924c","1998","gmc","yukon","SLE, SLT, AT4, Denali, Denali Ultimate","generation_template","AT4 exists 2019+","2019"
"27ee7666-adc3-4f6d-b78d-57c3909a50ea","2010","chevrolet","equinox","Premier","trim-research","Premier exists 2016+","2016"
"f409a73f-046d-4b4a-a08e-d029dcb08033","2011","chevrolet","equinox","LS, LT, RS, Premier","generation_template [filled from 2010 equinox]","Premier exists 2016+","2016"
"f22e86c0-e497-4c93-9c7b-20d4852bb049","2013","chevrolet","equinox","LS, LT, RS, Premier","generation_template [filled from 2014 equinox]","Premier exists 2016+","2016"
"443d0843-2705-440a-afc3-519682c197cd","2013","chevrolet","equinox","Premier","trim-research","Premier exists 2016+","2016"
"e91de395-14b6-47fa-91cc-1fb2e1c3a927","2021","hyundai","palisade","XRT","cache-import [trim-expanded]","XRT exists 2022+","2022"
"67032a59-cd64-4d26-b43d-9ecb3f632c4a","2012","hyundai","santa-fe","XRT","railway_import [expanded]","XRT exists 2022+","2022"
"8a89eb09-6d0c-4a62-8cdd-b0d220ac9083","2013","hyundai","santa-fe","Calligraphy","cache-import [expanded]","Calligraphy exists 2020+","2020"
"021a7e79-8f32-4eda-87e1-84784d6c92d2","2013","hyundai","santa-fe","XRT","cache-import [expanded]","XRT exists 2022+","2022"
"a8d30c4a-fc46-4216-ae52-7edf2dd7ab81","2016","hyundai","santa-fe","Calligraphy","cache-import [expanded]","Calligraphy exists 2020+","2020"
"c79c25bc-d5b3-4569-ab62-9353d06d364f","2016","hyundai","santa-fe","SE, SEL, XRT, Limited, Calligraphy","cache-import","Calligraphy exists 2020+","2020"
"40f1f33f-0b36-426c-a275-3dfc96f188bb","2017","hyundai","santa-fe","Calligraphy","cache-import [expanded]","Calligraphy exists 2020+","2020"
"3a5c73c6-33d6-4902-83be-b591e3053fb9","2019","hyundai","santa-fe","SE, SEL, XRT, Limited, Calligraphy","cache-import","Calligraphy exists 2020+","2020"
"b17083c9-597c-4d37-810f-44d56c443636","2021","hyundai","santa-fe","SE, SEL, XRT, Limited, Calligraphy","cache-import","XRT exists 2022+","2022"
"f1e6a06f-03af-410a-8fef-d3c9ed259f78","2021","hyundai","santa-fe","XRT","cache-import [trim-expanded]","XRT exists 2022+","2022"
"ea119920-aa4e-4ca7-80ff-93c620daf4e6","1997","ram","3500","Tradesman, Big Horn, Laramie, Limited, Longhorn","api_import","Limited exists 2015+","2015"
"b62d5696-a679-467f-a352-88eea010420e","2000","ram","3500","Tradesman, Big Horn, Laramie, Limited, Longhorn","api_import [web_research]","Limited exists 2015+","2015"
"b50a61ff-509b-4222-872a-1d7560e1fb5c","2012","hyundai","sonata","N Line","cache-import [expanded]","N Line exists 2019+","2019"
"726fe335-c4ed-40eb-83da-72c0a46278d2","2013","hyundai","sonata","N Line","cache-import [expanded]","N Line exists 2019+","2019"
"5ba642c3-6b53-4918-ba58-ce574c37cd7b","2009","hyundai","tucson","XRT","cache-import [expanded]","XRT exists 2022+","2022"
"1197874a-08be-4fc6-808a-3ef84888fb6b","2010","hyundai","tucson","N Line","cache-import [expanded]","N Line exists 2019+","2019"
"30539595-6c71-490e-a46d-1c3b5308eea0","2010","hyundai","tucson","SE, SEL, XRT, Limited, N Line","cache-import","N Line exists 2019+","2019"
"9933f94f-d3fc-4ee8-9581-19065a4413a5","2011","hyundai","tucson","N Line","cache-import [expanded]","N Line exists 2019+","2019"
"3550cc74-454e-47dc-bdb6-7ad45c7fd181","2011","hyundai","tucson","SE, SEL, XRT, Limited, N Line","cache-import","N Line exists 2019+","2019"
"e32858ef-9aa7-47f8-a313-6bf41aa6df4f","2012","hyundai","tucson","SE, SEL, XRT, Limited, N Line","cache-import","N Line exists 2019+","2019"
"3cd011ee-340d-4b2c-88fe-53e417a0178d","2012","hyundai","tucson","XRT","cache-import [expanded]","XRT exists 2022+","2022"
"b1624512-bde4-4e77-94be-fa5cd16f4dc0","2013","hyundai","tucson","N Line","cache-import [expanded]","N Line exists 2019+","2019"
"52fa5ac0-9601-4579-b4da-48d246383e8a","2013","hyundai","tucson","SE, SEL, XRT, Limited, N Line","cache-import","N Line exists 2019+","2019"
"7afc6bd4-3a15-4fc2-9466-0e6748574982","2014","hyundai","tucson","XRT","cache-import [expanded]","XRT exists 2022+","2022"
"c549033f-03a5-41f7-beeb-64b6b1ff6274","2016","hyundai","tucson","SE, SEL, XRT, Limited, N Line","cache-import","N Line exists 2019+","2019"
"c154fb4a-8e1b-4833-b311-a632014907be","2020","hyundai","tucson","XRT","cache-import [trim-expanded]","XRT exists 2022+","2022"
"543361d8-6db0-4e9e-a9dd-ab3b41203bc1","2021","hyundai","tucson","XRT","cache-import [trim-expanded]","XRT exists 2022+","2022"
"918104d3-f6c1-46fb-9489-ec64c139c63e","1992","chevrolet","tahoe","LS, LT, RST, Z71, Premier, High Country","generation_template","High Country exists 2014+","2014"
"94793e97-dcbd-4cd4-adec-39d637bec9fc","1992","chevrolet","tahoe","Premier","generation_template [expanded]","Premier exists 2016+","2016"
"ad20fc70-2c0e-4d85-86bf-0d94017878b3","1993","chevrolet","tahoe","LS, LT, RST, Z71, Premier, High Country","generation_template","High Country exists 2014+","2014"
"9c386073-36bb-4464-9e54-761e6dfe9fa3","1993","chevrolet","tahoe","Premier","generation_template [expanded]","Premier exists 2016+","2016"
"0311b1cc-f7ad-4753-be32-0da35f2297c3","1993","chevrolet","tahoe","RST","generation_template [expanded]","RST exists 2018+","2018"
"ba1f5015-0df2-41f5-9b93-623a6d11dcff","1994","chevrolet","tahoe","LS, LT, RST, Z71, Premier, High Country","generation_template","High Country exists 2014+","2014"
"208a15d3-cd8e-4140-a5f3-e4d15a0816a5","1994","chevrolet","tahoe","High Country","generation_template [expanded]","High Country exists 2014+","2014"
"af440946-052b-4865-9330-27d72c618f0a","1994","chevrolet","tahoe","RST","generation_template [expanded]","RST exists 2018+","2018"
"9a1013b9-bf9a-4b61-bd5b-13367e7e0d01","1995","chevrolet","tahoe","LS, LT, RST, Z71, Premier, High Country","generation_template","High Country exists 2014+","2014"
"0b11cb11-2c6e-431e-b667-6867be6d024f","1996","chevrolet","tahoe","LS, LT, RST, Z71, Premier, High Country","generation_template","High Country exists 2014+","2014"
"6c98ff61-a8b8-4148-abfc-0df58b730896","2021","subaru","outback","Wilderness","cache-import [trim-expanded]","Wilderness exists 2022+","2022"
"af9ea138-8315-4439-8ef7-32fa14fac62b","2005","chevrolet","tahoe","LS, LT, RST, Z71, Premier, High Country","generation_template","High Country exists 2014+","2014"
"dc250ff6-5e68-44f7-95ee-49f45ee52652","1990","lexus","es","ES 250, ES 300h, ES 350, F Sport","cache-import","F Sport exists 2011+","2011"
"45308b3f-7cc5-4972-af89-f01f3fda006b","1990","lexus","es","ES 300","cache-import [expanded]","300 on es exists 1992-2003","1992"
"7293dac1-01c8-41d7-8630-a1dc9c4af9c8","1990","lexus","es","ES 350","cache-import [expanded]","350 on es exists 2007+","2007"
"81c52409-0170-4a41-b3e5-cb7e0355a35d","1991","lexus","es","ES 300h","cache-import [expanded]","300h on es exists 2013+","2013"
"b2d49753-aa03-4a5a-89f4-ff0f0011e0f4","1991","lexus","es","ES 350","cache-import [expanded]","350 on es exists 2007+","2007"
"149500d0-a79c-4e89-bf0f-f56f08c09357","2000","lexus","es","ES 250, ES 300h, ES 350, F Sport","cache-import","F Sport exists 2011+","2011"
"3f217091-8539-45e3-b412-967358a2122b","2001","lexus","es","ES 330","cache-import [expanded]","330 on es exists 2004-2006","2004"
"1084293a-b108-4567-adb9-ed4927295bb8","2003","lexus","es","ES 250, ES 300h, ES 350, F Sport","cache-import","F Sport exists 2011+","2011"
"b4057a0f-b99c-4d13-8a6b-9969b057bd5f","2009","lexus","es","ES 250","cache-import [expanded]","250 on es exists 1990-1991","1990"
"3b3adac6-0ff6-499f-9cd1-aaa005bb79ef","2009","lexus","es","ES 250, ES 300h, ES 350, F Sport","cache-import","F Sport exists 2011+","2011"
"8689bfb5-815a-46b9-85a6-cdcd39440c4f","2009","lexus","es","ES 300h","cache-import [expanded]","300h on es exists 2013+","2013"
"5c52b6e7-c0cd-4296-b70d-a1d999579e0d","2010","lexus","es","ES 250, ES 300h, ES 350, F Sport","cache-import","F Sport exists 2011+","2011"
"2a1d443a-3d67-49dc-9010-2e225ffacf6d","2010","lexus","es","ES 300h","cache-import [expanded]","300h on es exists 2013+","2013"
"af8944dd-af08-4ee0-9200-b16e4af05d3f","2011","lexus","es","ES 250","cache-import [expanded]","250 on es exists 1990-1991","1990"
"7b0004e1-58af-4749-9319-6e34bdaf88bd","2011","lexus","es","ES 250, ES 300h, ES 350, F Sport","cache-import","300h on es exists 2013+","2013"
"4a1c85e8-09dc-4193-9948-6c3111e1858c","2011","lexus","es","ES 300h","cache-import [expanded]","300h on es exists 2013+","2013"
"5940b193-0c3d-4413-b2b2-1faee4ff2431","2012","lexus","es","ES 250","cache-import [expanded]","250 on es exists 1990-1991","1990"
"c31cd76c-5fe4-4e82-a765-3552f2f044a2","2012","lexus","es","ES 300h","cache-import [expanded]","300h on es exists 2013+","2013"
"2f74398d-78c0-4da4-8819-730feefb9894","2013","lexus","es","ES 250","cache-import [expanded]","250 on es exists 1990-1991","1990"
"e083ed83-91bf-4aab-a442-f43d1ea8b97c","2013","lexus","es","ES 250, ES 300h, ES 350, F Sport","cache-import","250 on es exists 1990-1991","1990"
"dfd91593-0ff5-4286-850b-ce451f4db55f","2014","lexus","es","ES 250","cache-import [expanded]","250 on es exists 1990-1991","1990"
"e58ccac1-36f5-4251-bde4-e86d78fe942f","2015","lexus","es","ES 250","cache-import [expanded]","250 on es exists 1990-1991","1990"
"33fcc43c-f57c-4377-a820-0401215fa2ed","2015","lexus","es","ES 250, ES 300h, ES 350, F Sport","cache-import","250 on es exists 1990-1991","1990"
"105a5195-50ea-496f-99ee-3c583828085d","2016","lexus","es","ES 250","cache-import [expanded]","250 on es exists 1990-1991","1990"
"21c37fbe-bd4a-4782-a58f-4f1dff66aa92","2017","lexus","es","ES 250","cache-import [expanded]","250 on es exists 1990-1991","1990"
"0f4ecec3-8c81-4243-976b-560c68391556","2017","lexus","es","ES 250, ES 300h, ES 350, F Sport","cache-import","250 on es exists 1990-1991","1990"
"48772410-fdb3-447b-b92f-0a90f5c78e9f","2019","lexus","es","ES 250, ES 300h, ES 350, F Sport","cache-import","250 on es exists 1990-1991","1990"
"21fb20e9-e53b-43f7-8afe-a48af13fd12e","2020","lexus","es","ES 250","cache-import [trim-expanded]","250 on es exists 1990-1991","1990"
"0d88f1f4-7493-4b8d-bfe1-6028d9945364","2020","lexus","es","ES 250, ES 300h, ES 350, F Sport","cache-import","250 on es exists 1990-1991","1990"
"ad520fc5-f05d-42e2-b5b2-078f84b27b68","2021","lexus","es","ES 250","cache-import [trim-expanded]","250 on es exists 1990-1991","1990"
"d50dd7ad-722e-4499-8733-31bb3a96a907","2021","lexus","es","ES 250, ES 300h, ES 350, F Sport","cache-import","250 on es exists 1990-1991","1990"
"71f4527b-d283-4588-9656-b5b270a2f771","2022","lexus","es","ES 250","cache-import [trim-expanded]","250 on es exists 1990-1991","1990"
"d9cd1204-56f3-418f-9ca3-263fefb7c1c0","2022","lexus","es","ES 250, ES 300h, ES 350, F Sport","cache-import","250 on es exists 1990-1991","1990"
"a5efca07-8725-45d6-8a79-991b71d852ad","2023","lexus","es","ES 250","cache-import [trim-expanded]","250 on es exists 1990-1991","1990"
"96079bc8-4752-4bc9-a898-106a03074b73","2023","lexus","es","ES 250, ES 300h, ES 350, F Sport","cache-import","250 on es exists 1990-1991","1990"
"dd61b4d3-df8a-4168-bc7b-2c9ed235e698","2024","lexus","es","ES 250","cache-import [trim-expanded]","250 on es exists 1990-1991","1990"
"eaa2a411-464f-416b-a901-7f597137df50","2024","lexus","es","ES 250, ES 300h, ES 350, F Sport","cache-import","250 on es exists 1990-1991","1990"
"e74dccab-1bff-4e2e-a330-e597ad3a7bb0","2025","lexus","es","ES 250","cache-import [trim-expanded]","250 on es exists 1990-1991","1990"
"7aa83032-01d5-4e8f-9f57-c61f02bd1040","2025","lexus","es","ES 250, ES 300h, ES 350, F Sport","cache-import","250 on es exists 1990-1991","1990"
"2bc7ebb5-797b-4355-b509-0c8d21c5fc04","1998","lexus","gs","GS 300, GS 350, GS F, F Sport","cache-import","F Sport exists 2011+","2011"
"cce40b0e-f8f5-4227-81e2-dd7857fcf885","1999","lexus","gs","GS 300, GS 350, GS F, F Sport","cache-import","F Sport exists 2011+","2011"
"9ec593be-6c65-454d-9606-acd5c780f284","2004","lexus","gs","GS 300, GS 350, GS F, F Sport","cache-import","F Sport exists 2011+","2011"
"15bb07cd-c462-41b2-a1d9-b90867968320","2005","lexus","gs","GS 300, GS 350, GS F, F Sport","cache-import","F Sport exists 2011+","2011"
"1ddef1f6-2d2a-439d-a49a-fb9cb89f1987","2011","nissan","altima","Platinum","cache-import [expanded]","Platinum on altima exists 2019+","2019"
"27e42a60-e667-49ef-9735-ba24f1064d54","2011","nissan","altima","S, SV, SL, SR, Platinum","cache-import","SV on altima exists 2013+","2013"
"27b50df3-d531-4c62-822e-8d99c417b231","2011","nissan","altima","SV","cache-import [expanded]","SV on altima exists 2013+","2013"
"d0590d17-ffe9-464a-b893-786c553f7da2","2012","nissan","altima","Platinum","cache-import [expanded]","Platinum on altima exists 2019+","2019"
"079b3ec3-74a6-4a64-a658-3392924d1910","2012","nissan","altima","S, SV, SL, SR, Platinum","cache-import","SV on altima exists 2013+","2013"
"8ce7ea4f-f6b6-4098-9100-6828f4cc7e1f","2012","nissan","altima","SV","cache-import [expanded]","SV on altima exists 2013+","2013"
"cb641b4d-2401-4e53-944b-3175c0c11b5b","2013","nissan","altima","Platinum","cache-import [expanded]","Platinum on altima exists 2019+","2019"
"03719c16-594f-49f5-b71c-29f0fd67ed56","2013","nissan","altima","S, SV, SL, SR, Platinum","cache-import","Platinum on altima exists 2019+","2019"
"d9a31f77-217b-4a10-a30f-1b1a461a557e","2014","nissan","altima","Platinum","cache-import [expanded]","Platinum on altima exists 2019+","2019"
"44f3e75e-70a1-45fe-b83b-94ec8755e9bc","2014","nissan","altima","S, SV, SL, SR, Platinum","cache-import","Platinum on altima exists 2019+","2019"
"6677b97c-31d6-441e-bb65-096613270119","2015","nissan","altima","Platinum","cache-import [expanded]","Platinum on altima exists 2019+","2019"
"c6fc3e1c-51a0-49cb-86d7-75533267c4f2","2015","nissan","altima","S, SV, SL, SR, Platinum","cache-import","Platinum on altima exists 2019+","2019"
"5557081f-ca57-41b2-8a6e-f27b5852c88c","2004","ford","explorer","Base, XLT, Limited, ST, Platinum, King Ranch, Timberline","cache-import","Timberline exists 2021+","2021"
"2e8ac46a-edc8-4e01-ac29-44f005560409","2016","nissan","altima","Platinum","cache-import [expanded]","Platinum on altima exists 2019+","2019"
"d61df575-781c-4777-9632-4cd920e2e224","2016","nissan","altima","S, SV, SL, SR, Platinum","cache-import","Platinum on altima exists 2019+","2019"
"b09e9806-1667-45d1-b02d-e1670e58f31d","2017","nissan","altima","Platinum","cache-import [expanded]","Platinum on altima exists 2019+","2019"
"628885a4-36ba-4212-9a80-bdd58d4719f7","2017","nissan","altima","S, SV, SL, SR, Platinum","cache-import","Platinum on altima exists 2019+","2019"
"fef0db29-ba43-4802-9a4b-ae8691760790","1990","lexus","es","ES 300h","cache-import [expanded]","300h on es exists 2013+","2013"
"2297e0a9-00ec-49df-b1b3-a613631b97e2","1991","lexus","es","ES 300","cache-import [expanded]","300 on es exists 1992-2003","1992"
"21804019-8c68-4ff5-adcd-5a0628d44f49","1997","lexus","es","ES 250, ES 300h, ES 350, F Sport","cache-import","F Sport exists 2011+","2011"
"1ff7f69e-783e-49c1-852b-769a73865f4c","2004","lexus","es","ES 250, ES 300h, ES 350, F Sport","cache-import","F Sport exists 2011+","2011"
"a86e427a-e2c7-4eba-997c-2d1a6aaeada9","2005","lexus","es","ES 250, ES 300h, ES 350, F Sport","cache-import","F Sport exists 2011+","2011"
"797f1c39-a130-43ef-84f6-1d113f8c7f55","2010","lexus","es","ES 250","cache-import [expanded]","250 on es exists 1990-1991","1990"
"1ccdece2-3d3d-4619-a084-7c3c3d342f55","2014","lexus","es","ES 250, ES 300h, ES 350, F Sport","cache-import","250 on es exists 1990-1991","1990"
"b4bdf093-fa0e-4b4f-a2bf-c7da37e9a1ce","2016","lexus","es","ES 250, ES 300h, ES 350, F Sport","cache-import","250 on es exists 1990-1991","1990"
"e5e2011f-2991-47cd-801e-c439a52a0caa","2019","lexus","es","ES 250","cache-import [expanded]","250 on es exists 1990-1991","1990"
"05a1fd06-9620-4fde-9470-2f95e1d52e19","2002","lexus","is","IS 300, IS 350, IS 500, F Sport","cache-import","F Sport exists 2011+","2011"
"8c1a9c18-c39d-4ef1-9308-3b1c02360e21","2010","lincoln","mkz","Premiere, Select, Reserve, Black Label","generation-baseline","Black Label exists 2015+","2015"
"941e93ab-243c-45af-8c19-777acd78a458","1993","lexus","ls","LS 500, LS 500h, F Sport","cache-import","F Sport exists 2011+","2011"
"a8ba01ed-adc0-4fbc-855f-1cbe58580793","1997","lexus","ls","LS 500, LS 500h, F Sport","cache-import","F Sport exists 2011+","2011"
"843fa4c0-03b8-40d2-811e-e851fade85e8","2001","chevrolet","impala","Premier","generation_template [expanded]","Premier exists 2016+","2016"
